amm usages
8100192 Non_precise
8100193 Non_precise
8100195 Non_precise
8100198 Fongicide
8100199 Non_precise
8100200 Non_precise
8100201 Non_precise
8100202 Non_precise
8100204 Non_precise
8100208 Non_precise
8100209 Non_precise
8100210 Non_precise
8100212 Fongicide
8100215 Fongicide_|_Insecticide
8100216 Non_precise
8100217 Fongicide_|_Insecticide
8100218 Non_precise
8100219 Non_precise
8100221 Non_precise
8100223 Non_precise
8100224 Non_precise
8100226 Molluscicide
8100228 Herbicide
8100229 Herbicide
8100232 Non_precise
8100233 Non_precise
8100234 Non_precise
8100238 Non_precise
8100239 Non_precise
8100240 Non_precise
8100241 Non_precise
8100242 Non_precise
8100249 Non_precise
8100251 Non_precise
8100264 Non_precise
8100265 Non_precise
8100267 Non_precise
8100268 Non_precise
8100270 Non_precise
8100271 Non_precise
8100272 Non_precise
8100273 Non_precise
8100274 Fongicide_|_Insecticide
8100275 Non_precise
8100276 Non_precise
8100277 Non_precise
8100278 Substance_de_croissance
8100281 Non_precise
8100283 Herbicide
8100284 Non_precise
8100286 Non_precise
8100287 Herbicide
8100288 Non_precise
8100289 Herbicide
8100291 Herbicide
8100292 Non_precise
8100293 Non_precise
8100295 Non_precise
8100296 Non_precise
8100297 Non_precise
8100299 Non_precise
8100301 Non_precise
8100309 Non_precise
8100310 Non_precise
8100312 Non_precise
8100313 Non_precise
8100315 Adjuv._Fongicide
8100323 Herbicide
8100324 Herbicide
8100325 Herbicide
8100326 Herbicide
8100327 Non_precise
8100328 Herbicide
8100329 Herbicide
8100334 Non_precise
8100335 Non_precise
8100338 Non_precise
8100341 Non_precise
8100342 Herbicide
8100345 Fongicide
8100346 Non_precise
8100347 Non_precise
8100348 Non_precise
8100354 Non_precise
8100355 Non_precise
8100356 Non_precise
8100358 Non_precise
8100361 Non_precise
8100362 Non_precise
8100363 Non_precise
8100364 Non_precise
8100365 Non_precise
8100366 Non_precise
8100367 Non_precise
8100372 Non_precise
8100373 Non_precise
8100374 Herbicide
8100378 Non_precise
8100381 Non_precise
8100382 Fongicide
8100386 Non_precise
8100387 Non_precise
8100389 Non_precise
8100393 Non_precise
8100408 Non_precise
8100409 Non_precise
8100410 Non_precise
8100411 Non_precise
8100412 Non_precise
8100413 Non_precise
8100414 Non_precise
8100415 Non_precise
8100416 Non_precise
8100417 Non_precise
8100418 Non_precise
8100419 Non_precise
8100420 Non_precise
8100421 Non_precise
8100422 Non_precise
8100423 Non_precise
8100424 Non_precise
8100426 Non_precise
8100427 Non_precise
8100431 Non_precise
8100432 Non_precise
8100433 Insecticide
8100435 Non_precise
8100436 Non_precise
8100438 Non_precise
8100439 Non_precise
8100444 Non_precise
8100445 Non_precise
8100446 Non_precise
8100447 Non_precise
8100448 Non_precise
8100449 Non_precise
8100451 Non_precise
8100452 Non_precise
8100453 Non_precise
8100454 Adjuvant
8100455 Non_precise
8100456 Non_precise
8100457 Non_precise
8100459 Non_precise
8100460 Fongicide
8100461 Non_precise
8100462 Prot._Plaies
8100463 Prot._Plaies
8100465 Non_precise
8100466 Non_precise
8100467 Non_precise
8100468 Non_precise
8100472 Insecticide
8100474 Non_precise
8100475 Non_precise
8100478 Non_precise
8100479 Non_precise
8100480 Non_precise
8100481 Non_precise
8100483 Fongicide
8100487 Non_precise
8100488 Non_precise
8100491 Non_precise
8100493 Non_precise
8100494 Non_precise
8100496 Non_precise
8100500 Acaricide_|_Insecticide
8100501 Non_precise
8100504 Non_precise
8100505 Non_precise
8100506 Non_precise
8100507 Non_precise
8100510 Non_precise
8100513 Non_precise
8100520 Herbicide
8100521 Non_precise
8100532 Non_precise
8100533 Non_precise
8100535 Non_precise
8100536 Non_precise
8100537 Herbicide
8100538 Fongicide
8100539 Non_precise
8100540 Non_precise
8100541 Herbicide
8100544 Non_precise
8100545 Non_precise
8100548 Herbicide
8100549 Non_precise
8100550 Non_precise
8100556 Non_precise
8100558 Non_precise
8100560 Non_precise
8100562 Non_precise
8100563 Non_precise
8100564 Non_precise
8100566 Insecticide
8100567 Insecticide
8100569 Non_precise
8100571 Non_precise
8100572 Non_precise
8100574 Non_precise
8100576 Non_precise
8100581 Non_precise
8100582 Non_precise
8100588 Non_precise
8100606 Non_precise
8100612 Herbicide
8100615 Non_precise
8100616 Fongicide
8200001 Non_precise
8200002 Non_precise
8200003 Non_precise
8200004 Non_precise
8200009 Non_precise
8200011 Non_precise
8200024 Fongicide
8200025 Fongicide_|_Insecticide
8200029 Non_precise
8200030 Non_precise
8200041 Non_precise
8200043 Non_precise
8200044 Insecticide
8200045 Non_precise
8200046 Herbicide
8200047 Non_precise
8200048 Non_precise
8200049 Non_precise
8200050 Non_precise
8200052 Non_precise
8200054 Non_precise
8200060 Insecticide
8200061 Non_precise
8200062 Fongicide
8200066 Non_precise
8200068 Insecticide
8200073 Non_precise
8200078 Non_precise
8200080 Non_precise
8200082 Non_precise
8200083 Non_precise
8200084 Non_precise
8200085 Non_precise
8200086 Non_precise
8200087 Non_precise
8200091 Non_precise
8200110 Non_precise
8200113 Non_precise
8200114 Non_precise
8200120 Non_precise
8200121 Non_precise
8200124 Regulateur_de_croissance
8200126 Herbicide
8200127 Non_precise
8200129 Non_precise
8200130 Non_precise
8200131 Non_precise
8200133 Non_precise
8200134 Molluscicide
8200135 Non_precise
8200137 Non_precise
8200138 Non_precise
8200144 Non_precise
8200145 Non_precise
8200150 Non_precise
8200154 Non_precise
8200155 Non_precise
8200156 Non_precise
8200157 Non_precise
8200158 Non_precise
8200161 Non_precise
8200163 Non_precise
8200164 Non_precise
8200165 Fongicide
8200166 Non_precise
8200167 Fongicide
8200168 Non_precise
8200169 Non_precise
8200170 Non_precise
8200171 Non_precise
8200172 Non_precise
8200173 Non_precise
8200174 Non_precise
8200175 Non_precise
8200180 Non_precise
8200181 Non_precise
8200182 Non_precise
8200184 Non_precise
8200192 Non_precise
8200195 Non_precise
8200198 Fongicide
8200205 Non_precise
8200206 Non_precise
8200207 Fongicide
8200209 Non_precise
8200210 Non_precise
8200211 Non_precise
8200214 Non_precise
8200216 Fongicide
8200217 Non_precise
8200218 Non_precise
8200219 Fongicide
8200226 Non_precise
8200227 Non_precise
8200228 Non_precise
8200229 Non_precise
8200230 Non_precise
8200231 Fongicide
8200232 Non_precise
8200233 Non_precise
8200235 Non_precise
8200236 Non_precise
8200237 Non_precise
8200239 Non_precise
8200240 Non_precise
8200241 Non_precise
8200243 Non_precise
8200246 Non_precise
8200248 Herbicide
8200249 Non_precise
8200257 Substance_de_croissance
8200258 Non_precise
8200272 Insecticide
8200273 Non_precise
8200274 Insecticide
8200277 Non_precise
8200278 Non_precise
8200279 Non_precise
8200280 Non_precise
8200282 Non_precise
8200283 Non_precise
8200288 Non_precise
8200290 Non_precise
8200291 Non_precise
8200294 Non_precise
8200298 Non_precise
8200299 Non_precise
8200300 Non_precise
8200301 Non_precise
8200307 Herbicide
8200309 Non_precise
8200310 Non_precise
8200311 Non_precise
8200315 Non_precise
8200319 Non_precise
8200320 Non_precise
8200321 Non_precise
8200324 Non_precise
8200326 Non_precise
8200341 Non_precise
8200342 Non_precise
8200343 Non_precise
8200344 Non_precise
8200346 Herbicide
8200347 Non_precise
8200348 Non_precise
8200349 Non_precise
8200350 Non_precise
8200360 Non_precise
8200361 Non_precise
8200362 Non_precise
8200363 Non_precise
8200370 Non_precise
8200371 Non_precise
8200372 Non_precise
8200373 Non_precise
8200374 Non_precise
8200375 Herbicide
8200376 Non_precise
8200377 Non_precise
8200380 Non_precise
8200381 Non_precise
8200382 Herbicide
8200383 Non_precise
8200384 Non_precise
8200385 Non_precise
8200386 Non_precise
8200387 Non_precise
8200388 Non_precise
8200389 Non_precise
8200390 Non_precise
8200394 Non_precise
8200403 Non_precise
8200404 Non_precise
8200406 Non_precise
8200407 Non_precise
8200410 Non_precise
8200414 Non_precise
8200415 Non_precise
8200417 Non_precise
8200421 Herbicide
8200422 Non_precise
8200423 Non_precise
8200425 Non_precise
8200426 Non_precise
8200427 Non_precise
8200428 Non_precise
8200429 Non_precise
8200430 Non_precise
8200431 Non_precise
8200445 Non_precise
8200452 Non_precise
8200453 Non_precise
8200460 Herbicide
8200461 Non_precise
8200463 Non_precise
8200464 Non_precise
8200465 Insecticide
8200472 Herbicide
8200474 Herbicide
8200475 Non_precise
8200477 Non_precise
8200478 Non_precise
8200479 Non_precise
8200480 Non_precise
8200486 Non_precise
8200487 Non_precise
8200489 Regulateur_de_croissance
8200493 Non_precise
8200505 Non_precise
8200506 Fongicide
8200508 Non_precise
8200509 Non_precise
8200530 Non_precise
8200531 Insecticide
8200538 Herbicide
8200540 Non_precise
8200541 Non_precise
8200542 Non_precise
8200543 Non_precise
8200544 Non_precise
8200547 Non_precise
8200548 Non_precise
8200549 Herbicide
8200554 Non_precise
8200555 Non_precise
8200556 Non_precise
8200557 Non_precise
8200558 Non_precise
8200562 Non_precise
8200563 Non_precise
8200564 Non_precise
8200565 Non_precise
8200566 Non_precise
8200567 Non_precise
8200570 Non_precise
8200571 Non_precise
8200572 Non_precise
8200573 Non_precise
8200574 Non_precise
8200575 Insecticide
8200576 Non_precise
8300004 Non_precise
8300005 Non_precise
8300006 Non_precise
8300008 Non_precise
8300009 Non_precise
8300010 Non_precise
8300014 Non_precise
8300015 Non_precise
8300016 Non_precise
8300017 Non_precise
8300018 Non_precise
8300022 Non_precise
8300023 Non_precise
8300024 Non_precise
8300025 Fongicide
8300029 Non_precise
8300030 Non_precise
8300032 Herbicide
8300033 Non_precise
8300036 Non_precise
8300037 Non_precise
8300038 Non_precise
8300039 Non_precise
8300040 Non_precise
8300041 Non_precise
8300042 Non_precise
8300043 Non_precise
8300045 Non_precise
8300046 Non_precise
8300047 Non_precise
8300048 Non_precise
8300049 Non_precise
8300050 Non_precise
8300051 Non_precise
8300053 Insecticide
8300055 Non_precise
8300056 Non_precise
8300057 Non_precise
8300058 Non_precise
8300060 Non_precise
8300061 Non_precise
8300062 Non_precise
8300063 Fongicide
8300065 Non_precise
8300066 Non_precise
8300067 Non_precise
8300068 Non_precise
8300069 Non_precise
8300072 Non_precise
8300076 Non_precise
8300078 Non_precise
8300079 Non_precise
8300080 Herbicide
8300081 Non_precise
8300082 Non_precise
8300083 Non_precise
8300084 Fongicide
8300085 Non_precise
8300086 Non_precise
8300089 Non_precise
8300091 Fongicide
8300092 Fongicide
8300095 Non_precise
8300096 Non_precise
8300097 Non_precise
8300098 Non_precise
8300102 Non_precise
8300112 Non_precise
8300116 Non_precise
8300119 Non_precise
8300122 Non_precise
8300123 Non_precise
8300126 Non_precise
8300127 Non_precise
8300129 Non_precise
8300133 Non_precise
8300134 Non_precise
8300138 Non_precise
8300139 Non_precise
8300141 Non_precise
8300142 Non_precise
8300143 Non_precise
8300144 Non_precise
8300145 Non_precise
8300146 Non_precise
8300147 Non_precise
8300148 Non_precise
8300151 Non_precise
8300152 Non_precise
8300153 Non_precise
8300154 Non_precise
8300156 Non_precise
8300157 Non_precise
8300159 Non_precise
8300160 Non_precise
8300161 Non_precise
8300162 Non_precise
8300167 Insecticide
8300169 Fongicide
8300170 Non_precise
8300172 Non_precise
8300174 Non_precise
8300175 Non_precise
8300176 Non_precise
8300177 Non_precise
8300178 Non_precise
8300180 Non_precise
8300183 Non_precise
8300184 Non_precise
8300185 Non_precise
8300186 Non_precise
8300191 Non_precise
8300192 Non_precise
8300194 Non_precise
8300195 Non_precise
8300197 Non_precise
8300198 Non_precise
8300202 Non_precise
8300203 Non_precise
8300214 Herbicide
8300215 Non_precise
8300219 Non_precise
8300220 Non_precise
8300222 Non_precise
8300223 Non_precise
8300227 Non_precise
8300228 Non_precise
8300230 Non_precise
8300234 Non_precise
8300235 Non_precise
8300236 Non_precise
8300237 Non_precise
8300238 Non_precise
8300239 Non_precise
8300242 Fongicide
8300243 Fongicide
8300244 Non_precise
8300245 Non_precise
8300246 Non_precise
8300247 Non_precise
8300256 Non_precise
8300257 Non_precise
8300260 Non_precise
8300261 Non_precise
8300265 Non_precise
8300266 Non_precise
8300268 Non_precise
8300269 Fongicide
8300270 Fongicide
8300273 Non_precise
8300274 Non_precise
8300276 Herbicide
8300277 Non_precise
8300278 Non_precise
8300279 Insecticide
8300280 Non_precise
8300286 Fongicide
8300291 Non_precise
8300292 Non_precise
8300293 Non_precise
8300298 Non_precise
8300301 Non_precise
8300303 Herbicide
8300310 Non_precise
8300313 Non_precise
8300314 Non_precise
8300318 Non_precise
8300320 Substance_de_croissance
8300321 Fongicide
8300325 Adjuvant
8300327 Non_precise
8300328 Non_precise
8300331 Herbicide
8300335 Non_precise
8300336 Non_precise
8300338 Non_precise
8300339 Non_precise
8300340 Non_precise
8300343 Non_precise
8300344 Non_precise
8300346 Non_precise
8300347 Non_precise
8300348 Non_precise
8300350 Non_precise
8300351 Fongicide
8300352 Non_precise
8300354 Non_precise
8300356 Non_precise
8300357 Non_precise
8300364 Non_precise
8300368 Non_precise
8300369 Non_precise
8300370 Non_precise
8300371 Herbicide
8300375 Non_precise
8300377 Non_precise
8300378 Herbicide
8300379 Non_precise
8300380 Non_precise
8300383 Non_precise
8300384 Non_precise
8300385 Non_precise
8300386 Non_precise
8300387 Non_precise
8300388 Non_precise
8300389 Non_precise
8300391 Non_precise
8300393 Non_precise
8300396 Non_precise
8300397 Non_precise
8300399 Non_precise
8300400 Non_precise
8300401 Non_precise
8300402 Fongicide
8300403 Fongicide
8300404 Non_precise
8300406 Non_precise
8300407 Non_precise
8300408 Non_precise
8300409 Non_precise
8300410 Non_precise
8300411 Non_precise
8300412 Non_precise
8300413 Non_precise
8300414 Non_precise
8300415 Non_precise
8300416 Non_precise
8300417 Non_precise
8300418 Non_precise
8300419 Non_precise
8300420 Fongicide
8300421 Non_precise
8300422 Non_precise
8300423 Non_precise
8300424 Non_precise
8300426 Substance_de_croissance
8300428 Non_precise
8300429 Insecticide
8300430 Non_precise
8300431 Non_precise
8300435 Non_precise
8300436 Non_precise
8300437 Non_precise
8300438 Non_precise
8300441 Non_precise
8300442 Non_precise
8300443 Non_precise
8300444 Non_precise
8300446 Non_precise
8300447 Non_precise
8300451 Act._Qual._Fruits
8300455 Acaricide
8300460 Fongicide
8300461 Herbicide
8300464 Insecticide
8300465 Non_precise
8300466 Non_precise
8300467 Non_precise
8300470 Herbicide
8300471 Non_precise
8300472 Non_precise
8300474 Non_precise
8300479 Non_precise
8300481 Non_precise
8300482 Non_precise
8300483 Non_precise
8300485 Non_precise
8300487 Non_precise
8300488 Fongicide
8300489 Non_precise
8300492 Herbicide
8300493 Non_precise
8300494 Non_precise
8300495 Non_precise
8300496 Non_precise
8300497 Non_precise
8300498 Non_precise
8310196 Amendement_basique_|_Amendement_organique
8310209 Preparation_bacterienne
8400005 Insecticide
8400006 Non_precise
8400007 Non_precise
8400010 Non_precise
8400011 Non_precise
8400012 Non_precise
8400013 Non_precise
8400018 Non_precise
8400019 Non_precise
8400023 Non_precise
8400027 Non_precise
8400028 Non_precise
8400029 Non_precise
8400031 Non_precise
8400032 Non_precise
8400033 Non_precise
8400034 Insecticide
8400035 Non_precise
8400036 Non_precise
8400037 Non_precise
8400038 Non_precise
8400040 Non_precise
8400041 Insecticide
8400042 Non_precise
8400052 Non_precise
8400053 Non_precise
8400054 Insecticide
8400055 Insecticide
8400056 Non_precise
8400057 Herbicide
8400058 Non_precise
8400059 Non_precise
8400060 Non_precise
8400061 Insecticide
8400062 Non_precise
8400063 Non_precise
8400064 Non_precise
8400065 Non_precise
8400066 Non_precise
8400067 Non_precise
8400068 Non_precise
8400069 Non_precise
8400070 Non_precise
8400072 Non_precise
8400074 Non_precise
8400075 Non_precise
8400076 Non_precise
8400077 Non_precise
8400078 Non_precise
8400079 Non_precise
8400081 Non_precise
8400082 Non_precise
8400084 Non_precise
8400085 Non_precise
8400086 Non_precise
8400087 Non_precise
8400088 Non_precise
8400089 Non_precise
8400091 Non_precise
8400092 Non_precise
8400093 Non_precise
8400094 Non_precise
8400095 Non_precise
8400096 Herbicide
8400098 Insecticide
8400099 Herbicide
8400101 Non_precise
8400102 Non_precise
8400105 Non_precise
8400106 Non_precise
8400108 Fongicide
8400109 Non_precise
8400119 Non_precise
8400121 Non_precise
8400122 Non_precise
8400123 Non_precise
8400124 Herbicide
8400125 Non_precise
8400126 Molluscicide
8400127 Non_precise
8400134 Non_precise
8400135 Non_precise
8400137 Fongicide
8400138 Non_precise
8400144 Non_precise
8400145 Herbicide
8400146 Non_precise
8400147 Non_precise
8400148 Non_precise
8400149 Non_precise
8400150 Non_precise
8400151 Non_precise
8400152 Non_precise
8400153 Non_precise
8400154 Non_precise
8400155 Molluscicide
8400156 Non_precise
8400158 Non_precise
8400159 Non_precise
8400162 Non_precise
8400167 Non_precise
8400168 Non_precise
8400169 Non_precise
8400170 Non_precise
8400171 Fongicide
8400172 Non_precise
8400173 Non_precise
8400174 Non_precise
8400175 Molluscicide
8400176 Bactericide_|_Non_precise
8400177 Non_precise
8400178 Non_precise
8400179 Non_precise
8400180 Non_precise
8400181 Non_precise
8400182 Non_precise
8400183 Fongicide_|_Insecticide
8400184 Fongicide
8400185 Non_precise
8400186 Non_precise
8400187 Herbicide
8400188 Non_precise
8400190 Herbicide
8400202 Non_precise
8400204 Non_precise
8400205 Fongicide_|_Insecticide
8400206 Non_precise
8400207 Non_precise
8400208 Non_precise
8400209 Non_precise
8400210 Non_precise
8400211 Non_precise
8400212 Non_precise
8400213 Fongicide
8400214 Non_precise
8400215 Non_precise
8400217 Non_precise
8400218 Insecticide
8400219 Non_precise
8400220 Non_precise
8400221 Non_precise
8400222 Non_precise
8400231 Non_precise
8400232 Non_precise
8400233 Fongicide_|_Insecticide
8400234 Non_precise
8400235 Non_precise
8400236 Non_precise
8400237 Non_precise
8400238 Non_precise
8400239 Acaricide
8400240 Non_precise
8400241 Non_precise
8400242 Fongicide_|_Nematicide
8400243 Non_precise
8400244 Non_precise
8400245 Non_precise
8400246 Non_precise
8400248 Non_precise
8400249 Fongicide
8400251 Non_precise
8400254 Non_precise
8400255 Herbicide
8400264 Non_precise
8400265 Non_precise
8400267 Non_precise
8400272 Non_precise
8400273 Non_precise
8400274 Non_precise
8400275 Non_precise
8400276 Non_precise
8400277 Herbicide
8400278 Non_precise
8400280 Non_precise
8400283 Non_precise
8400287 Non_precise
8400288 Herbicide
8400290 Herbicide
8400292 Fongicide_|_Insecticide
8400300 Non_precise
8400304 Non_precise
8400305 Non_precise
8400306 Non_precise
8400307 Non_precise
8400308 Non_precise
8400309 Non_precise
8400310 Non_precise
8400312 Non_precise
8400313 Fongicide_|_Insecticide
8400314 Non_precise
8400315 Fongicide
8400319 Non_precise
8400320 Acaricide_|_Fongicide_|_Insecticide
8400324 Non_precise
8400325 Non_precise
8400328 Non_precise
8400329 Non_precise
8400330 Non_precise
8400331 Herbicide
8400332 Herbicide
8400334 Herbicide
8400335 Non_precise
8400336 Non_precise
8400337 Non_precise
8400338 Non_precise
8400339 Non_precise
8400341 Non_precise
8400342 Non_precise
8400343 Non_precise
8400344 Non_precise
8400345 Non_precise
8400346 Non_precise
8400348 Non_precise
8400349 Non_precise
8400350 Non_precise
8400351 Non_precise
8400352 Non_precise
8400353 Non_precise
8400354 Herbicide
8400355 Non_precise
8400357 Non_precise
8400358 Acaricide
8400362 Insecticide
8400363 Non_precise
8400364 Non_precise
8400365 Non_precise
8400366 Herbicide
8400367 Non_precise
8400368 Non_precise
8400370 Non_precise
8400371 Non_precise
8400372 Non_precise
8400373 Non_precise
8400374 Non_precise
8400375 Non_precise
8400376 Non_precise
8400377 Non_precise
8400379 Non_precise
8400380 Non_precise
8400382 Non_precise
8400383 Non_precise
8400384 Non_precise
8400385 Non_precise
8400386 Non_precise
8400387 Non_precise
8400388 Non_precise
8400389 Non_precise
8400390 Non_precise
8400391 Non_precise
8400392 Non_precise
8400393 Non_precise
8400394 Non_precise
8400395 Non_precise
8400396 Non_precise
8400397 Non_precise
8400398 Non_precise
8400400 Non_precise
8400401 Non_precise
8400402 Non_precise
8400403 Non_precise
8400404 Non_precise
8400406 Non_precise
8400407 Non_precise
8400425 Regulateur_de_croissance
8400430 Non_precise
8400433 Non_precise
8400434 Non_precise
8400435 Non_precise
8400438 Non_precise
8400440 Fongicide
8400445 Non_precise
8400446 Non_precise
8400447 Herbicide
8400448 Herbicide
8400450 Fongicide
8400451 Herbicide
8400452 Non_precise
8400456 Non_precise
8400457 Non_precise
8400459 Non_precise
8400460 Adjuv._Herbicide
8400462 Fongicide
8400463 Non_precise
8400464 Non_precise
8400467 Non_precise
8400470 Non_precise
8400472 Non_precise
8400473 Non_precise
8400474 Herbicide
8400475 Substance_de_croissance
8400477 Insecticide
8400479 Non_precise
8400481 Molluscicide
8400482 Non_precise
8400483 Non_precise
8400484 Non_precise
8400485 Non_precise
8400486 Non_precise
8400487 Non_precise
8400489 Non_precise
8400491 Herbicide
8400492 Non_precise
8400493 Non_precise
8400496 Non_precise
8400497 Non_precise
8400498 Herbicide
8400499 Non_precise
8400500 Non_precise
8400504 Non_precise
8400509 Non_precise
8400510 Substance_de_croissance
8400511 Non_precise
8400513 Non_precise
8400514 Non_precise
8400515 Non_precise
8400517 Non_precise
8400518 Non_precise
8400520 Fongicide
8400521 Herbicide
8400525 Non_precise
8400527 Non_precise
8400528 Herbicide
8400531 Herbicide
8400532 Non_precise
8400536 Non_precise
8400537 Fongicide
8400538 Non_precise
8400539 Fongicide
8400540 Herbicide
8400541 Herbicide
8400542 Non_precise
8400549 Molluscicide
8400550 Herbicide
8400551 Non_precise
8400552 Non_precise
8400554 Substance_de_croissance
8400555 Substance_de_croissance
8400565 Non_precise
8400566 Non_precise
8400567 Non_precise
8400568 Non_precise
8400569 Non_precise
8400570 Non_precise
8400571 Non_precise
8400572 Non_precise
8400574 Herbicide
8400575 Non_precise
8400577 Non_precise
8400578 Herbicide
8400579 Herbicide
8400580 Non_precise
8400582 Fongicide
8400583 Non_precise
8400585 Non_precise
8400586 Non_precise
8400587 Non_precise
8400595 Non_precise
8400596 Non_precise
8400598 Non_precise
8400599 Non_precise
8400600 Herbicide
8400602 Non_precise
8400603 Herbicide
8400604 Non_precise
8400605 Rodenticide_|_Taupicide
8400611 Non_precise
8400612 Molluscicide
8400616 Non_precise
8410029 Retenteur_d'eau
8410030 Retenteur_d'eau
8500001 Non_precise
8500004 Non_precise
8500006 Non_precise
8500007 Non_precise
8500009 Substance_de_croissance
8500010 Substance_de_croissance
8500011 Substance_de_croissance
8500013 Non_precise
8500014 Non_precise
8500017 Non_precise
8500022 Non_precise
8500023 Fongicide
8500024 Non_precise
8500026 Herbicide
8500033 Non_precise
8500036 Fongicide
8500037 Non_precise
8500038 Fongicide
8500041 Non_precise
8500043 Non_precise
8500044 Fongicide
8500046 Non_precise
8500047 Non_precise
8500048 Non_precise
8500049 Non_precise
8500050 Non_precise
8500051 Herbicide
8500052 Non_precise
8500053 Non_precise
8500055 Molluscicide
8500060 Non_precise
8500061 Non_precise
8500062 Non_precise
8500063 Non_precise
8500064 Non_precise
8500065 Non_precise
8500066 Insecticide
8500067 Non_precise
8500071 Non_precise
8500075 Fongicide
8500076 Non_precise
8500077 Non_precise
8500078 Non_precise
8500079 Non_precise
8500080 Non_precise
8500081 Taupicide
8500082 Taupicide
8500084 Non_precise
8500085 Insecticide
8500090 Corvicide_|_Fongicide
8500091 Non_precise
8500092 Non_precise
8500093 Non_precise
8500094 Non_precise
8500100 Non_precise
8500103 Non_precise
8500104 Non_precise
8500111 Non_precise
8500118 Taupicide
8500119 Non_precise
8500120 Non_precise
8500130 Non_precise
8500131 Non_precise
8500135 Non_precise
8500136 Non_precise
8500137 Non_precise
8500159 Non_precise
8500160 Fongicide
8500161 Non_precise
8500162 Non_precise
8500163 Fongicide
8500165 Non_precise
8500166 Fongicide
8500167 Herbicide
8500170 Adjuv._Herbicide
8500173 Non_precise
8500174 Acaricide_|_Insecticide
8500178 Non_precise
8500179 Non_precise
8500181 Non_precise
8500182 Non_precise
8500183 Non_precise
8500185 Non_precise
8500186 Non_precise
8500189 Non_precise
8500190 Non_precise
8500191 Non_precise
8500193 Herbicide
8500194 Insecticide
8500197 Non_precise
8500198 Insecticide
8500199 Insecticide
8500201 Non_precise
8500204 Non_precise
8500205 Adjuvant
8500206 Fongicide
8500208 Acaricide
8500209 Non_precise
8500210 Substance_de_croissance
8500211 Non_precise
8500212 Non_precise
8500213 Non_precise
8500216 Engrais_|_Herbicide
8500217 Non_precise
8500218 Non_precise
8500219 Fongicide
8500220 Non_precise
8500221 Fongicide
8500222 Non_precise
8500224 Non_precise
8500225 Non_precise
8500226 Non_precise
8500227 Non_precise
8500234 Non_precise
8500235 Non_precise
8500237 Non_precise
8500238 Non_precise
8500239 Non_precise
8500241 Herbicide
8500242 Fongicide
8500243 Non_precise
8500244 Herbicide
8500247 Non_precise
8500248 Non_precise
8500250 Non_precise
8500251 Non_precise
8500252 Non_precise
8500253 Non_precise
8500259 Non_precise
8500260 Non_precise
8500261 Non_precise
8500264 Non_precise
8500265 Non_precise
8500266 Non_precise
8500267 Non_precise
8500268 Fongicide
8500270 Insecticide
8500271 Non_precise
8500273 Non_precise
8500276 Non_precise
8500277 Substance_de_croissance
8500278 Substance_de_croissance
8500281 Non_precise
8500282 Herbicide
8500283 Herbicide
8500284 Herbicide
8500285 Herbicide
8500286 Non_precise
8500288 Non_precise
8500289 Insecticide
8500290 Insecticide
8500291 Non_precise
8500292 Non_precise
8500293 Non_precise
8500294 Non_precise
8500295 Non_precise
8500296 Non_precise
8500297 Non_precise
8500298 Non_precise
8500299 Non_precise
8500300 Adjuvant
8500301 Non_precise
8500302 Herbicide
8500303 Non_precise
8500304 Non_precise
8500307 Herbicide
8500308 Herbicide
8500309 Herbicide
8500312 Non_precise
8500315 Non_precise
8500316 Adjuvant
8500317 Non_precise
8500318 Non_precise
8500319 Substance_de_croissance
8500320 Non_precise
8500327 Non_precise
8500328 Non_precise
8500329 Non_precise
8500330 Insecticide
8500331 Non_precise
8500332 Insecticide
8500333 Devitalisation
8500334 Non_precise
8500335 Non_precise
8500336 Herbicide
8500337 Non_precise
8500339 Non_precise
8500340 Non_precise
8500341 Non_precise
8500342 Non_precise
8500343 Non_precise
8500344 Non_precise
8500345 Non_precise
8500347 Molluscicide
8500348 Molluscicide
8500350 Herbicide
8500351 Regulateur_de_croissance
8500352 Regulateur_de_croissance
8500353 Regulateur_de_croissance
8500354 Regulateur_de_croissance
8500355 Substance_de_croissance
8500356 Non_precise
8500357 Non_precise
8500360 Non_precise
8500361 Non_precise
8500362 Non_precise
8500363 Non_precise
8500364 Non_precise
8500365 Non_precise
8500366 Non_precise
8500367 Non_precise
8500368 Non_precise
8500369 Non_precise
8500379 Non_precise
8500380 Non_precise
8500381 Non_precise
8500385 Fongicide
8500387 Non_precise
8500388 Non_precise
8500389 Non_precise
8500390 Non_precise
8500391 Non_precise
8500392 Non_precise
8500403 Non_precise
8500404 Non_precise
8500405 Non_precise
8500406 Non_precise
8500407 Non_precise
8500408 Herbicide
8500409 Non_precise
8500411 Non_precise
8500412 Fongicide
8500413 Non_precise
8500414 Non_precise
8500417 Non_precise
8500418 Non_precise
8500419 Non_precise
8500420 Herbicide
8500421 Herbicide
8500422 Non_precise
8500423 Insecticide
8500424 Herbicide
8500425 Fongicide
8500426 Fongicide
8500427 Non_precise
8500428 Herbicide
8500443 Non_precise
8500444 Non_precise
8500445 Non_precise
8500446 Herbicide
8500447 Non_precise
8500448 Non_precise
8500449 Non_precise
8500450 Non_precise
8500451 Non_precise
8500453 Non_precise
8500454 Non_precise
8500455 Fongicide
8500456 Non_precise
8500460 Non_precise
8500461 Non_precise
8500462 Non_precise
8500463 Non_precise
8500465 Non_precise
8500466 Non_precise
8500468 Non_precise
