"AMM" "annee" "substance" "classification" "quantite_substance" "usages" "Group_BioC" "Type_BioC" "Substance_BioC"
"12461" "2100105" "2011" "butoxyde_de_piperonyle" "Autre" 0,060288 "Insecticide" "C" "Substances_naturelles" "Pyrethrines"
"12462" "2100105" "2014" "butoxyde_de_piperonyle" "Autre" 0,05495 "Insecticide" "C" "Substances_naturelles" "Pyrethrines"
"12463" "2100105" "2015" "pyrethrines" "N_Organique" 0,05244 "Insecticide" "C" "Substances_naturelles" "Pyrethrines"
"12464" "2100105" "2010" "pyrethrines" "N_Organique" 0,017328 "Insecticide" "C" "Substances_naturelles" "Pyrethrines"
"12465" "2100105" "2018" "pyrethrines" "N_Organique" 0,285 "Insecticide" "C" "Substances_naturelles" "Pyrethrines"
"12466" "2100106" "2015" "metsulfuron-methyl" "N_Organique" 1,12 "Herbicide" NA NA NA
"12467" "2100106" "2014" "metsulfuron-methyl" "N_Organique" 0,6 "Herbicide" NA NA NA
"12468" "2100106" "2012" "metsulfuron-methyl" "N_Organique" 367,68 "Herbicide" NA NA NA
"12469" "2100106" "2013" "metsulfuron-methyl" "N_Organique" 42,46 "Herbicide" NA NA NA
"12470" "2100106" "2010" "metsulfuron-methyl" "N_Organique" 4,04 "Herbicide" NA NA NA
"12471" "2100106" "2011" "metsulfuron-methyl" "N_Organique" 256,52 "Herbicide" NA NA NA
"12472" "2100106" "2016" "metsulfuron-methyl" "N_Organique" 0,4 "Herbicide" NA NA NA
"12473" "2100108" "2012" "prothioconazole" "N_Organique" 106554,3125 "Fongicide" NA NA NA
"12474" "2100108" "2018" "prothioconazole" "T,_T+,_CMR" 106420,5695 "Fongicide" NA NA NA
"12475" "2100108" "2016" "tebuconazole" "T,_T+,_CMR" 117643,22725 "Fongicide" NA NA NA
"12476" "2100108" "2012" "tebuconazole" "N_Organique" 106554,3125 "Fongicide" NA NA NA
"12477" "2100108" "2015" "tebuconazole" "T,_T+,_CMR" 116515,076125 "Fongicide" NA NA NA
"12478" "2100108" "2018" "tebuconazole" "T,_T+,_CMR" 106420,5695 "Fongicide" NA NA NA
"12479" "2100108" "2017" "prothioconazole" "T,_T+,_CMR" 96020,301375 "Fongicide" NA NA NA
"12480" "2100108" "2010" "tebuconazole" "N_Organique" 3092,075 "Fongicide" NA NA NA
"12481" "2100108" "2017" "tebuconazole" "T,_T+,_CMR" 96020,301375 "Fongicide" NA NA NA
"12482" "2100108" "2015" "prothioconazole" "T,_T+,_CMR" 116515,076125 "Fongicide" NA NA NA
"12483" "2100108" "2019" "prothioconazole" "CMR" 69118,382125 "Fongicide" NA NA NA
"12484" "2100108" "2010" "prothioconazole" "N_Organique" 3092,075 "Fongicide" NA NA NA
"12485" "2100108" "2014" "prothioconazole" "N_Organique" 117606,442875 "Fongicide" NA NA NA
"12486" "2100108" "2013" "tebuconazole" "N_Organique" 125184,36 "Fongicide" NA NA NA
"12487" "2100108" "2011" "prothioconazole" "N_Organique" 87826,0125 "Fongicide" NA NA NA
"12488" "2100108" "2013" "prothioconazole" "N_Organique" 125184,36 "Fongicide" NA NA NA
"12489" "2100108" "2014" "tebuconazole" "N_Organique" 117606,442875 "Fongicide" NA NA NA
"12490" "2100108" "2019" "tebuconazole" "CMR" 69118,382125 "Fongicide" NA NA NA
"12491" "2100108" "2016" "prothioconazole" "T,_T+,_CMR" 117643,22725 "Fongicide" NA NA NA
"12492" "2100108" "2011" "tebuconazole" "N_Organique" 87826,0125 "Fongicide" NA NA NA
"12493" "2100110" "2015" "fludioxonil" "N_Organique" 341,9847 "Fongicide" NA NA NA
"12494" "2100110" "2018" "fludioxonil" "N_Organique" 228,824925 "Fongicide" NA NA NA
"12495" "2100110" "2013" "fludioxonil" "N_Organique" 433,284125 "Fongicide" NA NA NA
"12496" "2100110" "2011" "fludioxonil" "N_Organique" 81,819 "Fongicide" NA NA NA
"12497" "2100110" "2011" "tebuconazole" "N_Organique" 98,1828 "Fongicide" NA NA NA
"12498" "2100110" "2018" "tebuconazole" "T,_T+,_CMR" 274,58991 "Fongicide" NA NA NA
"12499" "2100110" "2016" "fludioxonil" "N_Organique" 235,204775 "Fongicide" NA NA NA
"12500" "2100110" "2010" "cyprodinyl" "N_Organique" 8,925 "Fongicide" NA NA NA
"12501" "2100110" "2012" "fludioxonil" "N_Organique" 732,6966375 "Fongicide" NA NA NA
"12502" "2100110" "2014" "fludioxonil" "N_Organique" 390,6470375 "Fongicide" NA NA NA
"12503" "2100110" "2018" "cyprodinyl" "N_Organique" 457,64985 "Fongicide" NA NA NA
"12504" "2100110" "2012" "tebuconazole" "N_Organique" 879,235965 "Fongicide" NA NA NA
"12505" "2100110" "2014" "cyprodinyl" "N_Organique" 781,294075 "Fongicide" NA NA NA
"12506" "2100110" "2015" "cyprodinyl" "N_Organique" 683,9694 "Fongicide" NA NA NA
"12507" "2100110" "2017" "cyprodinyl" "N_Organique" 297,53105 "Fongicide" NA NA NA
"12508" "2100110" "2017" "tebuconazole" "T,_T+,_CMR" 178,51863 "Fongicide" NA NA NA
"12509" "2100110" "2010" "fludioxonil" "N_Organique" 4,4625 "Fongicide" NA NA NA
"12510" "2100110" "2011" "cyprodinyl" "N_Organique" 163,638 "Fongicide" NA NA NA
"12511" "2100110" "2017" "fludioxonil" "N_Organique" 148,765525 "Fongicide" NA NA NA
"12512" "2100110" "2016" "tebuconazole" "T,_T+,_CMR" 282,24573 "Fongicide" NA NA NA
"12513" "2100110" "2015" "tebuconazole" "T,_T+,_CMR" 410,38164 "Fongicide" NA NA NA
"12514" "2100110" "2012" "cyprodinyl" "N_Organique" 1465,393275 "Fongicide" NA NA NA
"12515" "2100110" "2019" "tebuconazole" "CMR" 211,269465 "Fongicide" NA NA NA
"12516" "2100110" "2019" "cyprodinyl" "Env_A" 352,115775 "Fongicide" NA NA NA
"12517" "2100110" "2013" "tebuconazole" "N_Organique" 519,94095 "Fongicide" NA NA NA
"12518" "2100110" "2019" "fludioxonil" "Env_A" 176,057915 "Fongicide" NA NA NA
"12519" "2100110" "2013" "cyprodinyl" "N_Organique" 866,56825 "Fongicide" NA NA NA
"12520" "2100110" "2010" "tebuconazole" "N_Organique" 5,355 "Fongicide" NA NA NA
"12521" "2100110" "2014" "tebuconazole" "N_Organique" 468,776445 "Fongicide" NA NA NA
"12522" "2100110" "2016" "cyprodinyl" "N_Organique" 470,40955 "Fongicide" NA NA NA
"12523" "2100111" "2015" "nicosulfuron" "N_Organique" 14826,12771 "Herbicide" NA NA NA
"12524" "2100111" "2012" "mesotrione" "N_Organique" 30295,30575 "Herbicide" NA NA NA
"12525" "2100111" "2016" "mesotrione" "N_Organique" 31490,789925 "Herbicide" NA NA NA
"12526" "2100111" "2018" "nicosulfuron" "N_Organique" 10433,3565 "Herbicide" NA NA NA
"12527" "2100111" "2013" "mesotrione" "N_Organique" 38790,29025 "Herbicide" NA NA NA
"12528" "2100111" "2011" "nicosulfuron" "N_Organique" 8864,5674 "Herbicide" NA NA NA
"12529" "2100111" "2011" "mesotrione" "N_Organique" 22161,4185 "Herbicide" NA NA NA
"12530" "2100111" "2019" "mesotrione" "Env_A" 19981,872 "Herbicide" NA NA NA
"12531" "2100111" "2014" "mesotrione" "N_Organique" 36839,8806 "Herbicide" NA NA NA
"12532" "2100111" "2019" "nicosulfuron" "Env_A" 7992,7488 "Herbicide" NA NA NA
"12533" "2100111" "2015" "mesotrione" "N_Organique" 37065,319275 "Herbicide" NA NA NA
"12534" "2100111" "2010" "nicosulfuron" "N_Organique" 233,01 "Herbicide" NA NA NA
"12535" "2100111" "2010" "mesotrione" "N_Organique" 582,525 "Herbicide" NA NA NA
"12536" "2100111" "2017" "nicosulfuron" "N_Organique" 11695,63263 "Herbicide" NA NA NA
"12537" "2100111" "2017" "mesotrione" "N_Organique" 29239,081575 "Herbicide" NA NA NA
"12538" "2100111" "2014" "nicosulfuron" "N_Organique" 14735,95224 "Herbicide" NA NA NA
"12539" "2100111" "2013" "nicosulfuron" "N_Organique" 15516,1161 "Herbicide" NA NA NA
"12540" "2100111" "2012" "nicosulfuron" "N_Organique" 12118,1223 "Herbicide" NA NA NA
"12541" "2100111" "2016" "nicosulfuron" "N_Organique" 12596,31597 "Herbicide" NA NA NA
"12542" "2100111" "2018" "mesotrione" "N_Organique" 26083,39125 "Herbicide" NA NA NA
"12543" "2100112" "2013" "ethephon" "N_Organique" 55041,696 "Regulateur_de_croissance" NA NA NA
"12544" "2100112" "2016" "ethephon" "T,_T+,_CMR" 88169,808 "Regulateur_de_croissance" NA NA NA
"12545" "2100112" "2018" "ethephon" "T,_T+,_CMR" 145659,9672 "Regulateur_de_croissance" NA NA NA
"12546" "2100112" "2014" "ethephon" "N_Organique" 63492,336 "Regulateur_de_croissance" NA NA NA
"12547" "2100112" "2011" "ethephon" "N_Organique" 6161,28 "Regulateur_de_croissance" NA NA NA
"12548" "2100112" "2015" "ethephon" "N_Organique" 70617,0096 "Regulateur_de_croissance" NA NA NA
"12549" "2100112" "2012" "ethephon" "N_Organique" 18940,8 "Regulateur_de_croissance" NA NA NA
"12550" "2100112" "2017" "ethephon" "T,_T+,_CMR" 99271,0752 "Regulateur_de_croissance" NA NA NA
"12551" "2100112" "2019" "ethephon" "Sante_A" 94050,5088 "Regulateur_de_croissance" NA NA NA
"12552" "2100113" "2012" "diquat" "T,_T+,_CMR" 1524 "Herbicide" NA NA NA
"12553" "2100113" "2017" "diquat" "T,_T+,_CMR" 1612 "Herbicide" NA NA NA
"12554" "2100113" "2015" "diquat" "T,_T+,_CMR" 4043 "Herbicide" NA NA NA
"12555" "2100113" "2014" "diquat" "T,_T+,_CMR" 7709,5 "Herbicide" NA NA NA
"12556" "2100113" "2018" "diquat" "T,_T+,_CMR" 2970 "Herbicide" NA NA NA
"12557" "2100113" "2019" "diquat" "Sante_A" 2385 "Herbicide" NA NA NA
"12558" "2100113" "2016" "diquat" "T,_T+,_CMR" 1391 "Herbicide" NA NA NA
"12559" "2100113" "2013" "diquat" "T,_T+,_CMR" 4649 "Herbicide" NA NA NA
"12560" "2100113" "2011" "diquat" "T,_T+,_CMR" 576 "Herbicide" NA NA NA
"12561" "2100114" "2013" "cyprodinyl" "N_Organique" 325,725 "Fongicide" NA NA NA
"12562" "2100114" "2015" "fludioxonil" "N_Organique" 208 "Fongicide" NA NA NA
"12563" "2100114" "2014" "fludioxonil" "N_Organique" 226,5 "Fongicide" NA NA NA
"12564" "2100114" "2013" "fludioxonil" "N_Organique" 217,15 "Fongicide" NA NA NA
"12565" "2100114" "2011" "fludioxonil" "N_Organique" 204,5 "Fongicide" NA NA NA
"12566" "2100114" "2012" "cyprodinyl" "N_Organique" 283,5 "Fongicide" NA NA NA
"12567" "2100114" "2019" "cyprodinyl" "Env_A" 348,37875 "Fongicide" NA NA NA
"12568" "2100114" "2011" "cyprodinyl" "N_Organique" 306,75 "Fongicide" NA NA NA
"12569" "2100114" "2016" "cyprodinyl" "N_Organique" 356,25 "Fongicide" NA NA NA
"12570" "2100114" "2012" "fludioxonil" "N_Organique" 189 "Fongicide" NA NA NA
"12571" "2100114" "2010" "cyprodinyl" "N_Organique" 45,75 "Fongicide" NA NA NA
"12572" "2100114" "2018" "cyprodinyl" "N_Organique" 457,21875 "Fongicide" NA NA NA
"12573" "2100114" "2017" "cyprodinyl" "N_Organique" 350,53125 "Fongicide" NA NA NA
"12574" "2100114" "2015" "cyprodinyl" "N_Organique" 312 "Fongicide" NA NA NA
"12575" "2100114" "2019" "fludioxonil" "Env_A" 232,2525 "Fongicide" NA NA NA
"12576" "2100114" "2010" "fludioxonil" "N_Organique" 30,5 "Fongicide" NA NA NA
"12577" "2100114" "2017" "fludioxonil" "N_Organique" 233,6875 "Fongicide" NA NA NA
"12578" "2100114" "2018" "fludioxonil" "N_Organique" 304,8125 "Fongicide" NA NA NA
"12579" "2100114" "2014" "cyprodinyl" "N_Organique" 339,75 "Fongicide" NA NA NA
"12580" "2100114" "2016" "fludioxonil" "N_Organique" 237,5 "Fongicide" NA NA NA
"12581" "2100115" "2018" "diquat" "T,_T+,_CMR" 132 "Herbicide" NA NA NA
"12582" "2100115" "2013" "diquat" "T,_T+,_CMR" 16 "Herbicide" NA NA NA
"12583" "2100115" "2015" "diquat" "T,_T+,_CMR" 2752 "Herbicide" NA NA NA
"12584" "2100115" "2014" "diquat" "T,_T+,_CMR" 1600 "Herbicide" NA NA NA
"12585" "2100115" "2017" "diquat" "T,_T+,_CMR" 2624 "Herbicide" NA NA NA
"12586" "2100115" "2016" "diquat" "T,_T+,_CMR" 3184 "Herbicide" NA NA NA
"12587" "2100116" "2014" "diquat" "T,_T+,_CMR" 9050,1 "Herbicide" NA NA NA
"12588" "2100116" "2019" "diquat" "Sante_A" 688 "Herbicide" NA NA NA
"12589" "2100116" "2017" "diquat" "T,_T+,_CMR" 1352 "Herbicide" NA NA NA
"12590" "2100116" "2013" "diquat" "T,_T+,_CMR" 8445,12 "Herbicide" NA NA NA
"12591" "2100116" "2015" "diquat" "T,_T+,_CMR" 1406,4 "Herbicide" NA NA NA
"12592" "2100116" "2011" "diquat" "T,_T+,_CMR" 4229,8 "Herbicide" NA NA NA
"12593" "2100116" "2012" "diquat" "T,_T+,_CMR" 4237 "Herbicide" NA NA NA
"12594" "2100116" "2018" "diquat" "T,_T+,_CMR" 1492,2 "Herbicide" NA NA NA
"12595" "2100116" "2016" "diquat" "T,_T+,_CMR" 1742 "Herbicide" NA NA NA
"12596" "2100121" "2013" "chlorantraniliprole" "N_Organique" 7164,0878 "Insecticide" NA NA NA
"12597" "2100121" "2011" "chlorantraniliprole" "N_Organique" 3666,594135 "Insecticide" NA NA NA
"12598" "2100121" "2017" "chlorantraniliprole" "N_Organique" 9470,7212 "Insecticide" NA NA NA
"12599" "2100121" "2012" "chlorantraniliprole" "N_Organique" 4984,0844 "Insecticide" NA NA NA
"12600" "2100121" "2016" "chlorantraniliprole" "N_Organique" 9634,5534 "Insecticide" NA NA NA
"12601" "2100121" "2018" "chlorantraniliprole" "N_Organique" 13755,2994 "Insecticide" NA NA NA
"12602" "2100121" "2014" "chlorantraniliprole" "N_Organique" 9683,4692 "Insecticide" NA NA NA
"12603" "2100121" "2010" "chlorantraniliprole" "Autre" 45,55 "Insecticide" NA NA NA
"12604" "2100121" "2019" "chlorantraniliprole" "Env_A" 15170,4726 "Insecticide" NA NA NA
"12605" "2100121" "2015" "chlorantraniliprole" "N_Organique" 8982,0486 "Insecticide" NA NA NA
"12606" "2100122" "2010" "chlorantraniliprole" "Autre" 198,31105 "Insecticide" NA NA NA
"12607" "2100122" "2012" "chlorantraniliprole" "N_Organique" 855,67195 "Insecticide" NA NA NA
"12608" "2100122" "2019" "chlorantraniliprole" "Env_A" 1331,5239 "Insecticide" NA NA NA
"12609" "2100122" "2011" "chlorantraniliprole" "N_Organique" 586,1464 "Insecticide" NA NA NA
"12610" "2100122" "2014" "chlorantraniliprole" "N_Organique" 1286,4369 "Insecticide" NA NA NA
"12611" "2100122" "2015" "chlorantraniliprole" "N_Organique" 1330,78225 "Insecticide" NA NA NA
"12612" "2100122" "2013" "chlorantraniliprole" "N_Organique" 1122,04715 "Insecticide" NA NA NA
"12613" "2100122" "2018" "chlorantraniliprole" "N_Organique" 5442,43 "Insecticide" NA NA NA
"12614" "2100122" "2017" "chlorantraniliprole" "N_Organique" 1586,19545 "Insecticide" NA NA NA
"12615" "2100122" "2016" "chlorantraniliprole" "N_Organique" 1720,43585 "Insecticide" NA NA NA
"12616" "2100123" "2017" "chlorprophame" "T,_T+,_CMR" 12 "Regulateur_de_croissance" NA NA NA
"12617" "2100124" "2014" "ethofumesate" "N_Organique" 4092,5 "Herbicide" NA NA NA
"12618" "2100124" "2013" "ethofumesate" "N_Organique" 6960 "Herbicide" NA NA NA
"12619" "2100124" "2015" "ethofumesate" "N_Organique" 1437,5 "Herbicide" NA NA NA
"12620" "2100124" "2010" "ethofumesate" "N_Organique" 2,5 "Herbicide" NA NA NA
"12621" "2100124" "2012" "ethofumesate" "N_Organique" 1852,5 "Herbicide" NA NA NA
"12622" "2100124" "2017" "ethofumesate" "N_Organique" 2,5 "Herbicide" NA NA NA
"12623" "2100124" "2016" "ethofumesate" "N_Organique" 25 "Herbicide" NA NA NA
"12624" "2100124" "2011" "ethofumesate" "N_Organique" 155 "Herbicide" NA NA NA
"12625" "2100136" "2018" "glyphosate" "N_Organique" 12,6 "Herbicide" NA NA NA
"12626" "2100137" "2015" "cloquintocet-mexyl" "Autre" 4,7575 "Herbicide" NA NA NA
"12627" "2100137" "2012" "pinoxaden" "N_Organique" 68 "Herbicide" NA NA NA
"12628" "2100137" "2013" "cloquintocet-mexyl" "Autre" 9,75 "Herbicide" NA NA NA
"12629" "2100137" "2016" "pinoxaden" "T,_T+,_CMR" 23,9 "Herbicide" NA NA NA
"12630" "2100137" "2011" "pinoxaden" "Autre" 180 "Herbicide" NA NA NA
"12631" "2100137" "2014" "cloquintocet-mexyl" "Autre" 6,5 "Herbicide" NA NA NA
"12632" "2100137" "2019" "pinoxaden" "CMR" 7 "Herbicide" NA NA NA
"12633" "2100137" "2014" "pinoxaden" "N_Organique" 26 "Herbicide" NA NA NA
"12634" "2100137" "2012" "cloquintocet-mexyl" "N_Organique" 17 "Herbicide" NA NA NA
"12635" "2100137" "2017" "pinoxaden" "T,_T+,_CMR" 15,5 "Herbicide" NA NA NA
"12636" "2100137" "2015" "pinoxaden" "T,_T+,_CMR" 19,03 "Herbicide" NA NA NA
"12637" "2100137" "2016" "cloquintocet-mexyl" "Autre" 5,975 "Herbicide" NA NA NA
"12638" "2100137" "2017" "cloquintocet-mexyl" "Autre" 3,875 "Herbicide" NA NA NA
"12639" "2100137" "2011" "cloquintocet-mexyl" "N_Organique" 45 "Herbicide" NA NA NA
"12640" "2100137" "2013" "pinoxaden" "N_Organique" 39 "Herbicide" NA NA NA
"12641" "2100137" "2019" "cloquintocet-mexyl" "Autre" 1,75 "Herbicide" NA NA NA
"12642" "2100138" "2014" "cloquintocet-mexyl" "Autre" 18164,425125 "Herbicide" NA NA NA
"12643" "2100138" "2010" "pinoxaden" "Autre" 384,75 "Herbicide" NA NA NA
"12644" "2100138" "2011" "cloquintocet-mexyl" "N_Organique" 7798,70875 "Herbicide" NA NA NA
"12645" "2100138" "2017" "cloquintocet-mexyl" "Autre" 16424,382 "Herbicide" NA NA NA
"12646" "2100138" "2014" "pinoxaden" "N_Organique" 72657,7005 "Herbicide" NA NA NA
"12647" "2100138" "2010" "cloquintocet-mexyl" "N_Organique" 96,1875 "Herbicide" NA NA NA
"12648" "2100138" "2019" "cloquintocet-mexyl" "Autre" 14972,652938 "Herbicide" NA NA NA
"12649" "2100138" "2011" "pinoxaden" "Autre" 31194,835 "Herbicide" NA NA NA
"12650" "2100138" "2013" "pinoxaden" "N_Organique" 62026,837 "Herbicide" NA NA NA
"12651" "2100138" "2016" "cloquintocet-mexyl" "Autre" 19747,69755 "Herbicide" NA NA NA
"12652" "2100138" "2012" "cloquintocet-mexyl" "N_Organique" 10537,3065 "Herbicide" NA NA NA
"12653" "2100138" "2013" "cloquintocet-mexyl" "Autre" 15506,70925 "Herbicide" NA NA NA
"12654" "2100138" "2019" "pinoxaden" "CMR" 59890,61175 "Herbicide" NA NA NA
"12655" "2100138" "2015" "cloquintocet-mexyl" "Autre" 18119,2438875 "Herbicide" NA NA NA
"12656" "2100138" "2017" "pinoxaden" "T,_T+,_CMR" 65697,528 "Herbicide" NA NA NA
"12657" "2100138" "2012" "pinoxaden" "N_Organique" 42149,226 "Herbicide" NA NA NA
"12658" "2100138" "2018" "cloquintocet-mexyl" "Autre" 18899,0409375 "Herbicide" NA NA NA
"12659" "2100138" "2016" "pinoxaden" "T,_T+,_CMR" 78990,7902 "Herbicide" NA NA NA
"12660" "2100138" "2015" "pinoxaden" "T,_T+,_CMR" 72476,97555 "Herbicide" NA NA NA
"12661" "2100138" "2018" "pinoxaden" "T,_T+,_CMR" 75596,16375 "Herbicide" NA NA NA
"12662" "2100139" "2011" "cloquintocet-mexyl" "N_Organique" 16 "Herbicide" NA NA NA
"12663" "2100139" "2016" "clodinafop-propargyl" "N_Organique" 0,8 "Herbicide" NA NA NA
"12664" "2100139" "2014" "pinoxaden" "N_Organique" 2 "Herbicide" NA NA NA
"12665" "2100139" "2011" "pinoxaden" "Autre" 64 "Herbicide" NA NA NA
"12666" "2100139" "2013" "clodinafop-propargyl" "N_Organique" 0,625 "Herbicide" NA NA NA
"12667" "2100139" "2016" "pinoxaden" "T,_T+,_CMR" 0,8 "Herbicide" NA NA NA
"12668" "2100139" "2019" "pinoxaden" "CMR" 5,5 "Herbicide" NA NA NA
"12669" "2100139" "2014" "clodinafop-propargyl" "N_Organique" 2 "Herbicide" NA NA NA
"12670" "2100139" "2018" "clodinafop-propargyl" "N_Organique" 1,2 "Herbicide" NA NA NA
"12671" "2100139" "2013" "pinoxaden" "N_Organique" 2,5 "Herbicide" NA NA NA
"12672" "2100139" "2014" "cloquintocet-mexyl" "Autre" 0,5 "Herbicide" NA NA NA
"12673" "2100139" "2011" "clodinafop-propargyl" "N_Organique" 16 "Herbicide" NA NA NA
"12674" "2100139" "2017" "clodinafop-propargyl" "N_Organique" 0,4 "Herbicide" NA NA NA
"12675" "2100139" "2017" "cloquintocet-mexyl" "Autre" 0,1 "Herbicide" NA NA NA
"12676" "2100139" "2015" "cloquintocet-mexyl" "Autre" 0,15 "Herbicide" NA NA NA
"12677" "2100139" "2019" "clodinafop-propargyl" "Env_A" 5,5 "Herbicide" NA NA NA
"12678" "2100139" "2015" "clodinafop-propargyl" "N_Organique" 0,6 "Herbicide" NA NA NA
"12679" "2100139" "2015" "pinoxaden" "T,_T+,_CMR" 0,6 "Herbicide" NA NA NA
"12680" "2100139" "2017" "pinoxaden" "T,_T+,_CMR" 0,4 "Herbicide" NA NA NA
"12681" "2100139" "2018" "pinoxaden" "T,_T+,_CMR" 1,2 "Herbicide" NA NA NA
"12682" "2100139" "2018" "cloquintocet-mexyl" "Autre" 0,3 "Herbicide" NA NA NA
"12683" "2100139" "2016" "cloquintocet-mexyl" "Autre" 0,2 "Herbicide" NA NA NA
"12684" "2100139" "2019" "cloquintocet-mexyl" "Autre" 1,375 "Herbicide" NA NA NA
"12685" "2100139" "2013" "cloquintocet-mexyl" "Autre" 0,625 "Herbicide" NA NA NA
"12686" "2100140" "2016" "pinoxaden" "T,_T+,_CMR" 5379,072575 "Herbicide" NA NA NA
"12687" "2100140" "2016" "clodinafop-propargyl" "N_Organique" 5379,072575 "Herbicide" NA NA NA
"12688" "2100140" "2011" "pinoxaden" "Autre" 1806,425 "Herbicide" NA NA NA
"12689" "2100140" "2017" "clodinafop-propargyl" "N_Organique" 5185,63325 "Herbicide" NA NA NA
"12690" "2100140" "2010" "pinoxaden" "Autre" 45,625 "Herbicide" NA NA NA
"12691" "2100140" "2014" "pinoxaden" "N_Organique" 4653,899 "Herbicide" NA NA NA
"12692" "2100140" "2018" "cloquintocet-mexyl" "Autre" 1594,224625 "Herbicide" NA NA NA
"12693" "2100140" "2012" "cloquintocet-mexyl" "N_Organique" 1092,261875 "Herbicide" NA NA NA
"12694" "2100140" "2017" "pinoxaden" "T,_T+,_CMR" 5185,63325 "Herbicide" NA NA NA
"12695" "2100140" "2015" "pinoxaden" "T,_T+,_CMR" 4757,719 "Herbicide" NA NA NA
"12696" "2100140" "2013" "clodinafop-propargyl" "N_Organique" 3601,351 "Herbicide" NA NA NA
"12697" "2100140" "2018" "clodinafop-propargyl" "N_Organique" 6376,8985 "Herbicide" NA NA NA
"12698" "2100140" "2019" "cloquintocet-mexyl" "Autre" 1331,130769 "Herbicide" NA NA NA
"12699" "2100140" "2019" "clodinafop-propargyl" "Env_A" 5324,523075 "Herbicide" NA NA NA
"12700" "2100140" "2010" "cloquintocet-mexyl" "N_Organique" 11,40625 "Herbicide" NA NA NA
"12701" "2100140" "2016" "cloquintocet-mexyl" "Autre" 1344,76814375 "Herbicide" NA NA NA
"12702" "2100140" "2018" "pinoxaden" "T,_T+,_CMR" 6376,8985 "Herbicide" NA NA NA
"12703" "2100140" "2012" "pinoxaden" "N_Organique" 4369,0475 "Herbicide" NA NA NA
"12704" "2100140" "2013" "pinoxaden" "N_Organique" 3601,351 "Herbicide" NA NA NA
"12705" "2100140" "2012" "clodinafop-propargyl" "N_Organique" 4369,0475 "Herbicide" NA NA NA
"12706" "2100140" "2011" "clodinafop-propargyl" "N_Organique" 1806,425 "Herbicide" NA NA NA
"12707" "2100140" "2011" "cloquintocet-mexyl" "N_Organique" 451,60625 "Herbicide" NA NA NA
"12708" "2100140" "2014" "cloquintocet-mexyl" "Autre" 1163,47475 "Herbicide" NA NA NA
"12709" "2100140" "2014" "clodinafop-propargyl" "N_Organique" 4653,899 "Herbicide" NA NA NA
"12710" "2100140" "2010" "clodinafop-propargyl" "N_Organique" 45,625 "Herbicide" NA NA NA
"12711" "2100140" "2015" "clodinafop-propargyl" "N_Organique" 4757,719 "Herbicide" NA NA NA
"12712" "2100140" "2013" "cloquintocet-mexyl" "Autre" 900,33775 "Herbicide" NA NA NA
"12713" "2100140" "2017" "cloquintocet-mexyl" "Autre" 1296,4083125 "Herbicide" NA NA NA
"12714" "2100140" "2019" "pinoxaden" "CMR" 5324,523075 "Herbicide" NA NA NA
"12715" "2100140" "2015" "cloquintocet-mexyl" "Autre" 1189,42975 "Herbicide" NA NA NA
"12716" "2100142" "2017" "chlorothalonil" "T,_T+,_CMR" 8375 "Fongicide" NA NA NA
"12717" "2100142" "2016" "picoxystrobine" "N_Organique" 988,25 "Fongicide" NA NA NA
"12718" "2100142" "2012" "chlorothalonil" "T,_T+,_CMR" 9797,5 "Fongicide" NA NA NA
"12719" "2100142" "2014" "picoxystrobine" "N_Organique" 2302,99 "Fongicide" NA NA NA
"12720" "2100142" "2019" "chlorothalonil" "CMR" 10 "Fongicide" NA NA NA
"12721" "2100142" "2015" "chlorothalonil" "T,_T+,_CMR" 8414,76 "Fongicide" NA NA NA
"12722" "2100142" "2010" "picoxystrobine" "N_Organique" 29,5 "Fongicide" NA NA NA
"12723" "2100142" "2010" "chlorothalonil" "T,_T+,_CMR" 147,5 "Fongicide" NA NA NA
"12724" "2100142" "2011" "picoxystrobine" "N_Organique" 3161,5 "Fongicide" NA NA NA
"12725" "2100142" "2018" "picoxystrobine" "N_Organique" 526 "Fongicide" NA NA NA
"12726" "2100142" "2017" "picoxystrobine" "N_Organique" 1675 "Fongicide" NA NA NA
"12727" "2100142" "2018" "chlorothalonil" "T,_T+,_CMR" 2630 "Fongicide" NA NA NA
"12728" "2100142" "2012" "picoxystrobine" "N_Organique" 1959,5 "Fongicide" NA NA NA
"12729" "2100142" "2014" "chlorothalonil" "T,_T+,_CMR" 11514,95 "Fongicide" NA NA NA
"12730" "2100142" "2016" "chlorothalonil" "T,_T+,_CMR" 4941,25 "Fongicide" NA NA NA
"12731" "2100142" "2015" "picoxystrobine" "N_Organique" 1682,952 "Fongicide" NA NA NA
"12732" "2100142" "2013" "chlorothalonil" "T,_T+,_CMR" 7695,25 "Fongicide" NA NA NA
"12733" "2100142" "2019" "picoxystrobine" "Env_A" 2 "Fongicide" NA NA NA
"12734" "2100142" "2013" "picoxystrobine" "N_Organique" 1539,05 "Fongicide" NA NA NA
"12735" "2100142" "2011" "chlorothalonil" "T,_T+,_CMR" 15807,5 "Fongicide" NA NA NA
"12736" "2100143" "2012" "pyrimethanil" "N_Organique" 92 "Fongicide" NA NA NA
"12737" "2100143" "2019" "pyrimethanil" "Env_A" 2638,008 "Fongicide" NA NA NA
"12738" "2100143" "2013" "pyrimethanil" "N_Organique" 8097,68 "Fongicide" NA NA NA
