"AMM" "annee" "substance" "classification" "quantite_substance" "usages" "Group_BioC" "Type_BioC" "Substance_BioC"
"21732" "8400108" "2012" "triadimenol" "Autre" 773,1835 "Fongicide" NA NA NA
"21733" "8400108" "2010" "triadimenol" "Autre" 1024,093000068 "Fongicide" NA NA NA
"21734" "8400108" "2015" "triadimenol" "N_Organique" 16,949 "Fongicide" NA NA NA
"21735" "8400108" "2017" "triadimenol" "N_Organique" 8,7865 "Fongicide" NA NA NA
"21736" "8400108" "2018" "triadimenol" "N_Organique" 3,109 "Fongicide" NA NA NA
"21737" "8400108" "2013" "triadimenol" "N_Organique" 386,95125 "Fongicide" NA NA NA
"21738" "8400108" "2011" "triadimenol" "Autre" 992,941000018 "Fongicide" NA NA NA
"21739" "8400108" "2014" "triadimenol" "N_Organique" 55,1 "Fongicide" NA NA NA
"21740" "8400108" "2019" "triadimenol" "CMR" 0,775 "Fongicide" NA NA NA
"21741" "8400145" "2014" "oxadiazon" "N_Organique" 0,718 "Herbicide" NA NA NA
"21742" "8400145" "2014" "carbetamide" "N_Organique" 0,5385 "Herbicide" NA NA NA
"21743" "8400145" "2013" "carbetamide" "N_Organique" 3,0525 "Herbicide" NA NA NA
"21744" "8400145" "2017" "carbetamide" "T,_T+,_CMR" 0,318 "Herbicide" NA NA NA
"21745" "8400145" "2008" "carbetamide" "Autre" 170,514 "Herbicide" NA NA NA
"21746" "8400145" "2018" "oxadiazon" "N_Organique" 0,154 "Herbicide" NA NA NA
"21747" "8400145" "2010" "carbetamide" "N_Organique" 26,122500001 "Herbicide" NA NA NA
"21748" "8400145" "2010" "oxadiazon" "N_Organique" 34,830000002 "Herbicide" NA NA NA
"21749" "8400145" "2017" "oxadiazon" "N_Organique" 0,424 "Herbicide" NA NA NA
"21750" "8400145" "2008" "oxadiazon" "N_Organique" 227,352 "Herbicide" NA NA NA
"21751" "8400145" "2011" "oxadiazon" "N_Organique" 10,714 "Herbicide" NA NA NA
"21752" "8400145" "2013" "oxadiazon" "N_Organique" 4,07 "Herbicide" NA NA NA
"21753" "8400145" "2009" "carbetamide" "Autre" 160,072500004 "Herbicide" NA NA NA
"21754" "8400145" "2015" "carbetamide" "T,_T+,_CMR" 0,2325 "Herbicide" NA NA NA
"21755" "8400145" "2009" "oxadiazon" "N_Organique" 213,430000006 "Herbicide" NA NA NA
"21756" "8400145" "2012" "oxadiazon" "N_Organique" 12,894 "Herbicide" NA NA NA
"21757" "8400145" "2015" "oxadiazon" "N_Organique" 0,31 "Herbicide" NA NA NA
"21758" "8400145" "2012" "carbetamide" "N_Organique" 9,6705 "Herbicide" NA NA NA
"21759" "8400145" "2016" "oxadiazon" "N_Organique" 0,932 "Herbicide" NA NA NA
"21760" "8400145" "2016" "carbetamide" "T,_T+,_CMR" 0,699 "Herbicide" NA NA NA
"21761" "8400145" "2018" "carbetamide" "T,_T+,_CMR" 0,1155 "Herbicide" NA NA NA
"21762" "8400145" "2011" "carbetamide" "N_Organique" 8,0355 "Herbicide" NA NA NA
"21763" "8400155" "2008" "metaldehyde" "Autre" 1173,475 "Molluscicide" NA NA NA
"21764" "8400155" "2014" "metaldehyde" "Autre" 0,525 "Molluscicide" NA NA NA
"21765" "8400155" "2011" "metaldehyde" "Autre" 349,5 "Molluscicide" NA NA NA
"21766" "8400155" "2013" "metaldehyde" "Autre" 284,505 "Molluscicide" NA NA NA
"21767" "8400155" "2012" "metaldehyde" "Autre" 367,5 "Molluscicide" NA NA NA
"21768" "8400155" "2010" "metaldehyde" "Autre" 300,95 "Molluscicide" NA NA NA
"21769" "8400155" "2009" "metaldehyde" "Autre" 416,025 "Molluscicide" NA NA NA
"21770" "8400171" "2011" "cymoxanil" "N_Organique" 98,8 "Fongicide" NA NA NA
"21771" "8400171" "2009" "cuivre_du_sulfate_de_cuivre" "N_min?öral" 644,742 "Fongicide" NA NA NA
"21772" "8400171" "2012" "cymoxanil" "N_Organique" 114,4 "Fongicide" NA NA NA
"21773" "8400171" "2013" "cymoxanil" "N_Organique" 62,48 "Fongicide" NA NA NA
"21774" "8400171" "2014" "cymoxanil" "N_Organique" 46,56 "Fongicide" NA NA NA
"21775" "8400171" "2011" "mancozebe" "N_Organique" 329,1275 "Fongicide" NA NA NA
"21776" "8400171" "2010" "mancozebe" "N_Organique" 261,4365 "Fongicide" NA NA NA
"21777" "8400171" "2011" "cuivre_du_sulfate_de_cuivre" "N_min€÷ral" 514,3775 "Fongicide" NA NA NA
"21778" "8400171" "2010" "cuivre_du_sulfate_de_cuivre" "N_min€÷ral" 408,5865 "Fongicide" NA NA NA
"21779" "8400171" "2012" "cuivre_du_sulfate_de_cuivre" "N_min€÷ral" 595,595 "Fongicide" NA NA NA
"21780" "8400171" "2014" "cuivre_du_sulfate_de_cuivre" "N_min€÷ral" 242,403 "Fongicide" NA NA NA
"21781" "8400171" "2008" "cymoxanil" "N_Organique" 237,92 "Fongicide" NA NA NA
"21782" "8400171" "2012" "mancozebe" "N_Organique" 381,095 "Fongicide" NA NA NA
"21783" "8400171" "2013" "mancozebe" "N_Organique" 208,1365 "Fongicide" NA NA NA
"21784" "8400171" "2008" "mancozebe" "Autre" 792,571 "Fongicide" NA NA NA
"21785" "8400171" "2014" "mancozebe" "N_Organique" 155,103 "Fongicide" NA NA NA
"21786" "8400171" "2013" "cuivre_du_sulfate_de_cuivre" "N_min€÷ral" 325,2865 "Fongicide" NA NA NA
"21787" "8400171" "2009" "mancozebe" "N_Organique" 412,542 "Fongicide" NA NA NA
"21788" "8400171" "2010" "cymoxanil" "N_Organique" 78,48 "Fongicide" NA NA NA
"21789" "8400171" "2008" "cuivre_du_sulfate_de_cuivre" "Autre" 1238,671 "Fongicide" NA NA NA
"21790" "8400171" "2009" "cymoxanil" "N_Organique" 123,84 "Fongicide" NA NA NA
"21791" "8400175" "2009" "metaldehyde" "Autre" 518,75 "Molluscicide" NA NA NA
"21792" "8400175" "2011" "metaldehyde" "Autre" 310 "Molluscicide" NA NA NA
"21793" "8400175" "2010" "metaldehyde" "Autre" 1070,5 "Molluscicide" NA NA NA
"21794" "8400175" "2017" "metaldehyde" "Autre" 30 "Molluscicide" NA NA NA
"21795" "8400175" "2012" "metaldehyde" "Autre" 3,75 "Molluscicide" NA NA NA
"21796" "8400176" "2011" "cuivre_de_l'hydroxyde_de_cuivre" "T,_T+,_CMR" 10,1 "Bactericide_|_Non_precise" NA NA NA
"21797" "8400176" "2008" "cuivre_de_l'hydroxyde_de_cuivre" "Autre" 570 "Bactericide_|_Non_precise" NA NA NA
"21798" "8400176" "2014" "cuivre_de_l'hydroxyde_de_cuivre" "T,_T+,_CMR" 10 "Bactericide_|_Non_precise" NA NA NA
"21799" "8400176" "2009" "cuivre_de_l'hydroxyde_de_cuivre" "T,_T+,_CMR" 240 "Bactericide_|_Non_precise" NA NA NA
"21800" "8400176" "2010" "cuivre_de_l'hydroxyde_de_cuivre" "T,_T+,_CMR" 5 "Bactericide_|_Non_precise" NA NA NA
"21801" "8400186" "2009" "thirame" "N_Organique" 133,485 "Non_precise" NA NA NA
"21802" "8400186" "2008" "thirame" "N_Organique" 428,77 "Non_precise" NA NA NA
"21803" "8400186" "2010" "thirame" "N_Organique" 80,9 "Non_precise" NA NA NA
"21804" "8400190" "2012" "bifenox" "N_Organique" 1636,677 "Herbicide" NA NA NA
"21805" "8400190" "2015" "bifenox" "N_Organique" 629,804 "Herbicide" NA NA NA
"21806" "8400190" "2009" "isoproturon" "T,_T+,_CMR" 8741,916 "Herbicide" NA NA NA
"21807" "8400190" "2013" "bifenox" "N_Organique" 1236,7 "Herbicide" NA NA NA
"21808" "8400190" "2017" "isoproturon" "T,_T+,_CMR" 19,98 "Herbicide" NA NA NA
"21809" "8400190" "2014" "bifenox" "N_Organique" 917,98 "Herbicide" NA NA NA
"21810" "8400190" "2011" "bifenox" "N_Organique" 4674,56 "Herbicide" NA NA NA
"21811" "8400190" "2016" "isoproturon" "T,_T+,_CMR" 123,21666 "Herbicide" NA NA NA
"21812" "8400190" "2016" "bifenox" "N_Organique" 61,42332 "Herbicide" NA NA NA
"21813" "8400190" "2015" "isoproturon" "T,_T+,_CMR" 1263,402 "Herbicide" NA NA NA
"21814" "8400190" "2014" "isoproturon" "T,_T+,_CMR" 1841,49 "Herbicide" NA NA NA
"21815" "8400190" "2017" "bifenox" "N_Organique" 9,96 "Herbicide" NA NA NA
"21816" "8400190" "2008" "isoproturon" "T,_T+,_CMR" 6150,51 "Herbicide" NA NA NA
"21817" "8400190" "2009" "bifenox" "Autre" 4357,832 "Herbicide" NA NA NA
"21818" "8400190" "2013" "isoproturon" "T,_T+,_CMR" 2480,85 "Herbicide" NA NA NA
"21819" "8400190" "2008" "bifenox" "Autre" 3066,02 "Herbicide" NA NA NA
"21820" "8400190" "2010" "bifenox" "Autre" 3700,638 "Herbicide" NA NA NA
"21821" "8400190" "2010" "isoproturon" "T,_T+,_CMR" 7423,569 "Herbicide" NA NA NA
"21822" "8400190" "2012" "isoproturon" "T,_T+,_CMR" 3283,2135 "Herbicide" NA NA NA
"21823" "8400190" "2011" "isoproturon" "T,_T+,_CMR" 9377,28 "Herbicide" NA NA NA
"21824" "8400202" "2009" "captane" "T,_T+,_CMR" 16,62 "Non_precise" NA NA NA
"21825" "8400202" "2008" "captane" "T,_T+,_CMR" 2360,04 "Non_precise" NA NA NA
"21826" "8400214" "2012" "soufre_pour_pulverisation_(micronise)" "Autre" 121,5 "Non_precise" NA NA NA
"21827" "8400214" "2010" "soufre_pour_pulverisation_(micronise)" "Autre" 514,35 "Non_precise" NA NA NA
"21828" "8400214" "2008" "soufre_pour_pulverisation_(micronise)" "Autre" 9886,05 "Non_precise" NA NA NA
"21829" "8400214" "2013" "soufre_pour_pulverisation_(micronise)" "Autre" 283,5 "Non_precise" NA NA NA
"21830" "8400214" "2009" "soufre_pour_pulverisation_(micronise)" "Autre" 1243,35 "Non_precise" NA NA NA
"21831" "8400214" "2014" "soufre_pour_pulverisation_(micronise)" "Autre" 222,75 "Non_precise" NA NA NA
"21832" "8400214" "2011" "soufre_pour_pulverisation_(micronise)" "Autre" 178,2 "Non_precise" NA NA NA
"21833" "8400215" "2013" "soufre_sublime" "Autre" 97411,05 "Non_precise" NA NA NA
"21834" "8400215" "2018" "soufre_sublime" "Autre" 148,5 "Non_precise" NA NA NA
"21835" "8400215" "2008" "soufre_sublime" "Autre" 22214,61 "Non_precise" NA NA NA
"21836" "8400215" "2015" "soufre_sublime" "Autre" 51801,75 "Non_precise" NA NA NA
"21837" "8400215" "2012" "soufre_sublime" "Autre" 163038,843 "Non_precise" NA NA NA
"21838" "8400215" "2014" "soufre_sublime" "Autre" 57865,5 "Non_precise" NA NA NA
"21839" "8400215" "2017" "soufre_sublime" "Autre" 6187,5 "Non_precise" NA NA NA
"21840" "8400215" "2016" "soufre_sublime" "Autre" 13983,75 "Non_precise" NA NA NA
"21841" "8400215" "2009" "soufre_sublime" "Autre" 23887,71 "Non_precise" NA NA NA
"21842" "8400215" "2010" "soufre_sublime" "Autre" 69158,43 "Non_precise" NA NA NA
"21843" "8400215" "2019" "soufre_sublime" "Autre" 24,75 "Non_precise" NA NA NA
"21844" "8400215" "2011" "soufre_sublime" "Autre" 148474,26 "Non_precise" NA NA NA
"21845" "8400218" "2011" "cypermethrine" "N_Organique" 0,002 "Insecticide" NA NA NA
"21846" "8400239" "2009" "fenbutatin_oxyde" "Autre" 4,4 "Acaricide" NA NA NA
"21847" "8400239" "2010" "fenbutatin_oxyde" "T,_T+,_CMR" 3,85 "Acaricide" NA NA NA
"21848" "8400239" "2014" "fenbutatin_oxyde" "T,_T+,_CMR" 0,55 "Acaricide" NA NA NA
"21849" "8400239" "2011" "fenbutatin_oxyde" "T,_T+,_CMR" 7,15 "Acaricide" NA NA NA
"21850" "8400239" "2012" "fenbutatin_oxyde" "T,_T+,_CMR" 2,2 "Acaricide" NA NA NA
"21851" "8400239" "2008" "fenbutatin_oxyde" "T,_T+,_CMR" 799,7 "Acaricide" NA NA NA
"21852" "8400242" "2018" "metam-sodium" "N_Organique" 9682,01136 "Fongicide_|_Nematicide" NA NA NA
"21853" "8400242" "2012" "metam-sodium" "N_Organique" 503912,63286 "Fongicide_|_Nematicide" NA NA NA
"21854" "8400242" "2009" "metam-sodium" "N_Organique" 689965,383 "Fongicide_|_Nematicide" NA NA NA
"21855" "8400242" "2011" "metam-sodium" "N_Organique" 398767,51692 "Fongicide_|_Nematicide" NA NA NA
"21856" "8400242" "2015" "metam-sodium" "N_Organique" 91248,9042 "Fongicide_|_Nematicide" NA NA NA
"21857" "8400242" "2014" "metam-sodium" "N_Organique" 362717,39988 "Fongicide_|_Nematicide" NA NA NA
"21858" "8400242" "2013" "metam-sodium" "N_Organique" 371042,29563 "Fongicide_|_Nematicide" NA NA NA
"21859" "8400242" "2017" "metam-sodium" "N_Organique" 9143,02704 "Fongicide_|_Nematicide" NA NA NA
"21860" "8400242" "2010" "metam-sodium" "N_Organique" 652001,5338 "Fongicide_|_Nematicide" NA NA NA
"21861" "8400242" "2008" "metam-sodium" "N_Organique" 1009949,67582 "Fongicide_|_Nematicide" NA NA NA
"21862" "8400242" "2016" "metam-sodium" "N_Organique" 17664,44568 "Fongicide_|_Nematicide" NA NA NA
"21863" "8400245" "2009" "zirame" "T,_T+,_CMR" 181,8 "Non_precise" NA NA NA
"21864" "8400245" "2008" "zirame" "T,_T+,_CMR" 181,8 "Non_precise" NA NA NA
"21865" "8400245" "2010" "zirame" "T,_T+,_CMR" 227,25 "Non_precise" NA NA NA
"21866" "8400245" "2011" "zirame" "T,_T+,_CMR" 22,725 "Non_precise" NA NA NA
"21867" "8400249" "2012" "thiabendazole" "N_Organique" 179,3 "Fongicide" NA NA NA
"21868" "8400249" "2016" "thiabendazole" "N_Organique" 84,7 "Fongicide" NA NA NA
"21869" "8400249" "2009" "thiabendazole" "N_Organique" 323,4 "Fongicide" NA NA NA
"21870" "8400249" "2011" "thiabendazole" "N_Organique" 313,5 "Fongicide" NA NA NA
"21871" "8400249" "2008" "thiabendazole" "N_Organique" 584,1 "Fongicide" NA NA NA
"21872" "8400249" "2010" "thiabendazole" "N_Organique" 213,4 "Fongicide" NA NA NA
"21873" "8400249" "2015" "thiabendazole" "N_Organique" 66 "Fongicide" NA NA NA
"21874" "8400249" "2017" "thiabendazole" "N_Organique" 55 "Fongicide" NA NA NA
"21875" "8400249" "2014" "thiabendazole" "N_Organique" 73,7 "Fongicide" NA NA NA
"21876" "8400249" "2013" "thiabendazole" "N_Organique" 271,7 "Fongicide" NA NA NA
"21877" "8400254" "2008" "huile_animale" "Autre" 218,362 "Non_precise" NA NA NA
"21878" "8400254" "2010" "huile_animale" "Autre" 136,3 "Non_precise" NA NA NA
"21879" "8400254" "2009" "huile_animale" "Autre" 317,344 "Non_precise" NA NA NA
"21880" "8400254" "2011" "huile_animale" "Autre" 12,22 "Non_precise" NA NA NA
"21881" "8400255" "2009" "metsulfuron-methyl" "N_Organique" 5538,661 "Herbicide" NA NA NA
"21882" "8400255" "2015" "metsulfuron-methyl" "N_Organique" 627,6494 "Herbicide" NA NA NA
"21883" "8400255" "2017" "metsulfuron-methyl" "N_Organique" 340,082 "Herbicide" NA NA NA
"21884" "8400255" "2008" "metsulfuron-methyl" "N_Organique" 5471,792 "Herbicide" NA NA NA
"21885" "8400255" "2013" "metsulfuron-methyl" "N_Organique" 1188,2978 "Herbicide" NA NA NA
"21886" "8400255" "2018" "metsulfuron-methyl" "N_Organique" 1519,28 "Herbicide" NA NA NA
"21887" "8400255" "2016" "metsulfuron-methyl" "N_Organique" 2437,0336 "Herbicide" NA NA NA
"21888" "8400255" "2012" "metsulfuron-methyl" "N_Organique" 1126,218 "Herbicide" NA NA NA
"21889" "8400255" "2019" "metsulfuron-methyl" "Env_A" 547,0678 "Herbicide" NA NA NA
"21890" "8400255" "2010" "metsulfuron-methyl" "N_Organique" 3805,39 "Herbicide" NA NA NA
"21891" "8400255" "2014" "metsulfuron-methyl" "N_Organique" 618,915 "Herbicide" NA NA NA
"21892" "8400255" "2011" "metsulfuron-methyl" "N_Organique" 1435,684 "Herbicide" NA NA NA
"21893" "8400276" "2008" "alpha-chloralose" "Autre" 3382,35 "Non_precise" NA NA NA
"21894" "8400276" "2009" "alpha-chloralose" "Autre" 1153,984000079 "Non_precise" NA NA NA
"21895" "8400276" "2010" "alpha-chloralose" "Autre" 1182,855999973 "Non_precise" NA NA NA
"21896" "8400276" "2011" "alpha-chloralose" "Autre" 103,814999998 "Non_precise" NA NA NA
"21897" "8400276" "2012" "alpha-chloralose" "Autre" 84,07 "Non_precise" NA NA NA
"21898" "8400276" "2014" "alpha-chloralose" "Autre" 12,1 "Non_precise" NA NA NA
"21899" "8400276" "2013" "alpha-chloralose" "Autre" 13,48 "Non_precise" NA NA NA
"21900" "8400276" "2016" "alpha-chloralose" "Autre" 1 "Non_precise" NA NA NA
"21901" "8400276" "2015" "alpha-chloralose" "Autre" 4 "Non_precise" NA NA NA
"21902" "8400278" "2008" "goudrons_de_pin" "Autre" 2292,9024 "Non_precise" NA NA NA
"21903" "8400278" "2011" "goudrons_de_pin" "Autre" 149,1528 "Non_precise" NA NA NA
"21904" "8400278" "2016" "goudrons_de_pin" "Autre" 2,9 "Non_precise" NA NA NA
"21905" "8400278" "2019" "goudrons_de_pin" "Autre" 0,2088 "Non_precise" NA NA NA
"21906" "8400278" "2009" "goudrons_de_pin" "Autre" 2346,9816 "Non_precise" NA NA NA
"21907" "8400278" "2012" "goudrons_de_pin" "Autre" 127,3448 "Non_precise" NA NA NA
"21908" "8400278" "2013" "goudrons_de_pin" "Autre" 34,4984 "Non_precise" NA NA NA
"21909" "8400278" "2010" "goudrons_de_pin" "Autre" 443,3288 "Non_precise" NA NA NA
"21910" "8400278" "2015" "goudrons_de_pin" "Autre" 2,4824 "Non_precise" NA NA NA
"21911" "8400278" "2014" "goudrons_de_pin" "Autre" 6,3104 "Non_precise" NA NA NA
"21912" "8400278" "2018" "goudrons_de_pin" "Autre" 2,436 "Non_precise" NA NA NA
"21913" "8400278" "2017" "goudrons_de_pin" "Autre" 0,58 "Non_precise" NA NA NA
"21914" "8400315" "2016" "penconazole" "T,_T+,_CMR" 0,045 "Fongicide" NA NA NA
"21915" "8400315" "2016" "captane" "T,_T+,_CMR" 0,855 "Fongicide" NA NA NA
"21916" "8400315" "2015" "penconazole" "N_Organique" 0,25 "Fongicide" NA NA NA
"21917" "8400315" "2015" "captane" "T,_T+,_CMR" 4,75 "Fongicide" NA NA NA
"21918" "8400358" "2011" "propargite" "T,_T+,_CMR" 7764,597 "Acaricide" NA NA NA
"21919" "8400358" "2008" "propargite" "T,_T+,_CMR" 12751,02 "Acaricide" NA NA NA
"21920" "8400358" "2012" "propargite" "Autre" 16,524 "Acaricide" NA NA NA
"21921" "8400358" "2009" "propargite" "T,_T+,_CMR" 11074,905 "Acaricide" NA NA NA
"21922" "8400358" "2010" "propargite" "T,_T+,_CMR" 10912,878 "Acaricide" NA NA NA
"21923" "8400364" "2010" "alcool_denature" "Autre" 16,6698 "Non_precise" NA NA NA
"21924" "8400364" "2011" "alcool_denature" "Autre" 44,48955 "Non_precise" NA NA NA
"21925" "8400364" "2018" "goudrons_de_pin" "Autre" 84,12 "Non_precise" NA NA NA
"21926" "8400364" "2015" "terebenthine" "Autre" 0 "Non_precise" NA NA NA
"21927" "8400364" "2012" "goudrons_de_pin" "Autre" 182,7 "Non_precise" NA NA NA
"21928" "8400364" "2009" "goudron_vegetal" "Autre" 628,698 "Non_precise" NA NA NA
"21929" "8400364" "2012" "colophane_traitee_au_maleate" "Autre" 182,7 "Non_precise" NA NA NA
"21930" "8400364" "2009" "alcool_denature" "Autre" 110,02215 "Non_precise" NA NA NA
"21931" "8400364" "2015" "alcool_ethylique" "Autre" 0 "Non_precise" NA NA NA
"21932" "8400364" "2016" "alcool_ethylique" "Autre" 0 "Non_precise" NA NA NA
"21933" "8400364" "2015" "colophane_traitee_au_maleate" "Autre" 0 "Non_precise" NA NA NA
"21934" "8400364" "2014" "terebenthine" "Autre" 0 "Non_precise" NA NA NA
"21935" "8400364" "2014" "colophane_traitee_au_maleate" "Autre" 0 "Non_precise" NA NA NA
"21936" "8400364" "2013" "colophane_traitee_au_maleate" "Autre" 0 "Non_precise" NA NA NA
"21937" "8400364" "2010" "terebenthine" "N_Organique" 16,6698 "Non_precise" NA NA NA
"21938" "8400364" "2019" "colophane_traitee_au_maleate" "Autre" 62,02 "Non_precise" NA NA NA
"21939" "8400364" "2009" "brai" "Autre" 628,698 "Non_precise" NA NA NA
"21940" "8400364" "2009" "terebenthine" "Autre" 110,02215 "Non_precise" NA NA NA
"21941" "8400364" "2018" "cire" "Autre" 10,515 "Non_precise" NA NA NA
"21942" "8400364" "2019" "cire" "Autre" 7,7525 "Non_precise" NA NA NA
"21943" "8400364" "2016" "terebenthine" "Autre" 0 "Non_precise" NA NA NA
"21944" "8400364" "2017" "alcool_ethylique" "Autre" 19,656 "Non_precise" NA NA NA
"21945" "8400364" "2018" "terebenthine" "Autre" 14,721 "Non_precise" NA NA NA
"21946" "8400364" "2017" "cire" "Autre" 14,04 "Non_precise" NA NA NA
"21947" "8400364" "2011" "goudrons_de_pin" "Autre" 254,226 "Non_precise" NA NA NA
"21948" "8400364" "2018" "colophane_traitee_au_maleate" "Autre" 84,12 "Non_precise" NA NA NA
"21949" "8400364" "2013" "alcool_ethylique" "Autre" 0 "Non_precise" NA NA NA
"21950" "8400364" "2017" "goudrons_de_pin" "Autre" 112,32 "Non_precise" NA NA NA
"21951" "8400364" "2018" "alcool_ethylique" "Autre" 14,721 "Non_precise" NA NA NA
"21952" "8400364" "2009" "cire" "Autre" 78,58725 "Non_precise" NA NA NA
"21953" "8400364" "2011" "brai" "T,_T+,_CMR" 254,226 "Non_precise" NA NA NA
"21954" "8400364" "2015" "cire" "Autre" 0 "Non_precise" NA NA NA
"21955" "8400364" "2010" "cire" "Autre" 11,907 "Non_precise" NA NA NA
"21956" "8400364" "2011" "cire" "Autre" 31,77825 "Non_precise" NA NA NA
"21957" "8400364" "2013" "cire" "Autre" 0 "Non_precise" NA NA NA
"21958" "8400364" "2019" "goudrons_de_pin" "Autre" 62,02 "Non_precise" NA NA NA
"21959" "8400364" "2011" "terebenthine" "Autre" 44,48955 "Non_precise" NA NA NA
"21960" "8400364" "2014" "cire" "Autre" 0 "Non_precise" NA NA NA
"21961" "8400364" "2012" "alcool_denature" "Autre" 31,9725 "Non_precise" NA NA NA
"21962" "8400364" "2014" "goudrons_de_pin" "Autre" 0 "Non_precise" NA NA NA
"21963" "8400364" "2016" "goudrons_de_pin" "Autre" 0 "Non_precise" NA NA NA
"21964" "8400364" "2010" "goudron_vegetal" "Autre" 95,256 "Non_precise" NA NA NA
"21965" "8400364" "2010" "brai" "T,_T+,_CMR" 95,256 "Non_precise" NA NA NA
"21966" "8400364" "2013" "goudrons_de_pin" "Autre" 0 "Non_precise" NA NA NA
"21967" "8400364" "2017" "terebenthine" "Autre" 19,656 "Non_precise" NA NA NA
"21968" "8400364" "2012" "terebenthine" "Autre" 31,9725 "Non_precise" NA NA NA
"21969" "8400364" "2014" "alcool_ethylique" "Autre" 0 "Non_precise" NA NA NA
"21970" "8400364" "2019" "alcool_ethylique" "Autre" 10,8535 "Non_precise" NA NA NA
"21971" "8400364" "2013" "terebenthine" "Autre" 0 "Non_precise" NA NA NA
"21972" "8400364" "2012" "cire" "Autre" 22,8375 "Non_precise" NA NA NA
"21973" "8400364" "2016" "colophane_traitee_au_maleate" "Autre" 0 "Non_precise" NA NA NA
"21974" "8400364" "2015" "goudrons_de_pin" "Autre" 0 "Non_precise" NA NA NA
"21975" "8400364" "2019" "terebenthine" "Autre" 10,8535 "Non_precise" NA NA NA
"21976" "8400364" "2017" "colophane_traitee_au_maleate" "Autre" 112,32 "Non_precise" NA NA NA
"21977" "8400364" "2016" "cire" "Autre" 0 "Non_precise" NA NA NA
"21978" "8400425" "2009" "hydrazide_maleique" "Autre" 44681,4 "Regulateur_de_croissance" NA NA NA
"21979" "8400425" "2014" "hydrazide_maleique" "Autre" 47947,464 "Regulateur_de_croissance" NA NA NA
"21980" "8400425" "2018" "hydrazide_maleique" "Autre" 74407,572 "Regulateur_de_croissance" NA NA NA
"21981" "8400425" "2016" "hydrazide_maleique" "Autre" 51828 "Regulateur_de_croissance" NA NA NA
"21982" "8400425" "2011" "hydrazide_maleique" "Autre" 59773,2 "Regulateur_de_croissance" NA NA NA
"21983" "8400425" "2019" "hydrazide_maleique" "Autre" 13416,636 "Regulateur_de_croissance" NA NA NA
"21984" "8400425" "2017" "hydrazide_maleique" "Autre" 61738,8 "Regulateur_de_croissance" NA NA NA
"21985" "8400425" "2013" "hydrazide_maleique" "Autre" 45624,6 "Regulateur_de_croissance" NA NA NA
"21986" "8400425" "2015" "hydrazide_maleique" "Autre" 53638,14 "Regulateur_de_croissance" NA NA NA
"21987" "8400425" "2012" "hydrazide_maleique" "Autre" 36025,2 "Regulateur_de_croissance" NA NA NA
"21988" "8400425" "2010" "hydrazide_maleique" "Autre" 63533,4 "Regulateur_de_croissance" NA NA NA
"21989" "8400425" "2008" "hydrazide_maleique" "Autre" 40094,4 "Regulateur_de_croissance" NA NA NA
"21990" "8400447" "2013" "oxadiazon" "N_Organique" 1269,288 "Herbicide" NA NA NA
"21991" "8400447" "2016" "oxadiazon" "N_Organique" 9,02 "Herbicide" NA NA NA
"21992" "8400447" "2018" "oxadiazon" "N_Organique" 1 "Herbicide" NA NA NA
"21993" "8400447" "2014" "oxadiazon" "N_Organique" 538,07 "Herbicide" NA NA NA
"21994" "8400447" "2015" "carbetamide" "T,_T+,_CMR" 26,115 "Herbicide" NA NA NA
"21995" "8400447" "2008" "carbetamide" "Autre" 1294,7415 "Herbicide" NA NA NA
"21996" "8400447" "2008" "oxadiazon" "N_Organique" 1726,322 "Herbicide" NA NA NA
"21997" "8400447" "2016" "carbetamide" "T,_T+,_CMR" 6,765 "Herbicide" NA NA NA
"21998" "8400447" "2012" "oxadiazon" "N_Organique" 1407,664 "Herbicide" NA NA NA
"21999" "8400447" "2011" "oxadiazon" "N_Organique" 1300,28 "Herbicide" NA NA NA
"22000" "8400447" "2009" "carbetamide" "Autre" 1225,71 "Herbicide" NA NA NA
"22001" "8400447" "2013" "carbetamide" "N_Organique" 951,966 "Herbicide" NA NA NA
"22002" "8400447" "2010" "oxadiazon" "N_Organique" 1834,908 "Herbicide" NA NA NA
"22003" "8400447" "2009" "oxadiazon" "N_Organique" 1634,28 "Herbicide" NA NA NA
"22004" "8400447" "2010" "carbetamide" "N_Organique" 1376,181 "Herbicide" NA NA NA
"22005" "8400447" "2015" "oxadiazon" "N_Organique" 34,82 "Herbicide" NA NA NA
"22006" "8400447" "2011" "carbetamide" "N_Organique" 975,21 "Herbicide" NA NA NA
"22007" "8400447" "2018" "carbetamide" "T,_T+,_CMR" 0,75 "Herbicide" NA NA NA
"22008" "8400447" "2012" "carbetamide" "N_Organique" 1055,748 "Herbicide" NA NA NA
"22009" "8400447" "2014" "carbetamide" "N_Organique" 403,5525 "Herbicide" NA NA NA
"22010" "8400448" "2013" "2,4-d" "N_Organique" 32,57 "Herbicide" NA NA NA
"22011" "8400448" "2017" "2,4-d" "N_Organique" 34,68 "Herbicide" NA NA NA
"22012" "8400448" "2011" "mecoprop_(mcpp)" "N_Organique" 3668,960000001 "Herbicide" NA NA NA
"22013" "8400448" "2011" "2,4-d" "N_Organique" 917,24 "Herbicide" NA NA NA
"22014" "8400448" "2013" "mecoprop_(mcpp)" "N_Organique" 130,28 "Herbicide" NA NA NA
